Gender,isGenderNeutral,request_id,insertions,deletions,patchSize,numPatch,isAccepted,isBugFix,tenure,owner,totalCommit,revExp,reviewInterval,fileCount,numNewFiles,dirCount,cyCmplx,cmtVolume
0,0,296531,1,1,2,2,1,0,76,5143,710,752,0.18,1,0,1,0,0
0,0,297049,6,2,8,4,1,0,76,5143,711,752,153.29,1,0,1,0,0
0,0,297050,113,0,113,6,1,0,76,5143,712,752,310.23,6,0,4,0,0
0,0,299589,3,3,6,2,1,0,76,5143,713,753,20.14,3,0,1,4.00136,0.768431
0,0,301190,0,9,9,2,1,1,76,5143,714,753,0.25,1,0,1,8.53846,0.811075
0,0,301549,143,181,324,4,1,0,76,5143,715,753,16.6,32,2,7,2.03692,0.376549
0,0,301649,1,1,2,2,1,0,76,5143,716,754,0.2,1,0,1,1,0.608359
0,0,383914,8,0,8,2,1,0,87,5143,827,823,0.32,1,0,1,0,0.945749
0,0,364555,0,1,1,2,1,0,85,5143,826,820,2.99,1,0,1,0,0
0,0,361915,18,0,18,2,1,0,84,5143,825,820,0.32,1,0,1,3.10811,0.878456
0,0,361914,3,0,3,2,1,1,84,5143,824,820,1,1,0,1,3.37778,0.64806
0,0,361674,16,9,25,2,1,1,84,5143,823,820,0.26,2,0,1,1.74118,0.322285
0,0,361404,38,21,59,2,1,0,84,5143,822,815,0.53,1,0,1,5.45455,0.79491
0,0,361399,38,21,59,5,0,0,84,5143,821,815,2.02,1,0,1,5.45455,0.79491
0,0,361396,53,0,53,3,1,0,84,5143,820,815,19.78,1,0,1,7,0.888889
0,0,361264,46,52,98,5,1,0,84,5143,819,815,22.28,10,0,5,2.59676,0.688525
0,0,361261,16,4,20,2,0,0,84,5143,818,815,0.84,1,0,1,5.45455,0.796283
0,0,361258,18,28,46,6,1,0,84,5143,817,815,2.52,5,0,1,0,0
0,0,361257,175,19,194,8,1,0,84,5143,816,815,24.09,8,0,4,2.92059,0.722692
0,0,361256,21,57,78,4,1,0,84,5143,815,815,2.51,5,0,1,2.60358,0.713085
0,0,361254,38,4,42,4,1,0,84,5143,814,815,3.32,1,0,1,5.45455,0.789735
0,0,361216,87,136,223,3,1,0,84,5143,813,815,1.04,9,3,5,0,0.0357143
0,0,361215,433,249,682,1,0,0,84,5143,812,815,1.7,12,7,2,2.22741,0.673731
0,0,360864,59,254,313,3,0,0,84,5143,811,813,23.12,11,1,5,2.68277,0.774382
0,0,360863,263,55,318,1,0,0,84,5143,810,813,192.85,7,0,3,2.92722,0.56359
0,0,360862,195,13,208,14,1,0,84,5143,809,813,47.68,8,0,4,0,0
0,0,360797,1,1,2,3,1,0,84,5143,808,813,2.91,1,0,1,6.66667,0.538462
0,0,360602,26,78,104,2,1,0,84,5143,807,812,3.4,6,0,2,3.03692,0.712094
0,0,360601,3,9,12,2,1,0,84,5143,806,812,3.41,3,0,3,5.90741,0.704004
0,0,360600,57,1,58,3,1,0,84,5143,805,812,19.58,4,0,1,4.44026,0.815787
0,0,360599,38,5,43,3,1,0,84,5143,804,812,19.58,3,0,1,0,0
0,0,360598,24,0,24,3,1,0,84,5143,803,812,19.58,1,0,1,0,0
0,0,360597,77,5,82,2,1,0,84,5143,802,812,4.91,4,0,1,0,0
0,0,360596,19,19,38,2,1,0,84,5143,801,812,4.89,3,0,1,3.17806,0.780367
0,0,360595,21,0,21,2,1,0,84,5143,800,812,4.88,1,0,1,8,0.882012
0,0,360594,4677,68,4745,1,0,0,84,5143,799,812,4.88,26,13,10,2.04321,0.370472
0,0,358934,2,2,4,2,1,0,84,5143,798,808,0.31,1,0,1,3,0.767956
0,0,354392,1,0,1,2,1,0,83,5143,797,797,1.07,1,0,1,12,0.872727
0,0,354353,2,1,3,2,1,0,83,5143,796,796,3.95,1,0,1,0,0
0,0,354350,1,4,5,2,1,0,83,5143,795,796,0.99,1,0,1,6.75,0.658192
0,0,354142,92,52,144,1,0,0,83,5143,794,796,15.7,4,0,3,0,0
0,0,354139,4,1,5,2,0,0,83,5143,793,796,18.58,2,0,1,7.36479,0.720462
0,0,354138,19,19,38,4,1,0,83,5143,792,796,20.51,1,0,1,3.69231,0.664899
0,0,354137,0,3,3,4,1,0,83,5143,791,796,20.5,1,0,1,6.96,0.816303
0,0,354134,4,4,8,2,1,0,83,5143,790,796,2.31,1,0,1,3.95238,0.63274
0,0,354133,2,1,3,2,1,0,83,5143,789,796,11.54,1,0,1,3.95238,0.63274
0,0,354132,15,17,32,5,1,0,83,5143,788,796,23.2,3,0,1,4.09141,0.732967
0,0,354129,27,19,46,4,1,0,83,5143,787,796,4.21,1,0,1,0,0
0,0,354090,1,2,3,4,1,0,83,5143,786,796,1.98,1,0,1,7.17647,0.635659
0,0,354089,20,23,43,7,1,0,83,5143,785,796,25.47,2,0,2,5.35119,0.676058
0,0,354072,7,2,9,5,1,0,83,5143,784,796,2.93,1,0,1,3.95238,0.634188
0,0,354071,28,0,28,5,1,0,83,5143,783,796,2.93,1,0,1,1.72727,0.791757
0,0,354011,1,13,14,5,1,0,83,5143,782,796,5.45,2,0,2,0,0
0,0,353880,51,13,64,2,1,0,83,5143,781,796,0.62,1,0,1,2.21429,0.71365
0,0,353879,6,17,23,2,1,0,83,5143,780,796,0.61,1,0,1,2.21429,0.716981
0,0,353878,1,1,2,2,1,0,83,5143,779,796,0.54,1,0,1,4.91667,0.825967
0,0,353873,12,1,13,2,0,0,83,5143,778,796,4.71,1,0,1,8,0.7153
0,0,353871,2,2,4,4,1,1,83,5143,777,796,0.52,2,0,2,8.63636,0.757094
0,0,353672,22,19,41,4,1,0,83,5143,776,796,66.65,4,0,2,3.84286,0.371207
0,0,353671,12,2,14,3,1,0,83,5143,775,796,66.36,4,0,3,4.98214,0.750128
0,0,353670,10,12,22,3,1,0,83,5143,774,796,66.54,2,0,2,4.38419,0.686594
0,0,353138,69,60,129,11,1,0,83,5143,773,793,136.75,8,0,3,1.94116,0.230263
0,0,353137,15,1,16,1,0,0,83,5143,772,793,162.33,1,0,1,6.96,0.815421
0,0,353134,3,1,4,5,1,0,83,5143,771,793,812.72,1,0,1,0,0
0,0,353131,84,7,91,2,1,0,83,5143,770,793,2.21,1,0,1,0,0
0,0,353129,37,28,65,4,1,0,83,5143,769,793,5.28,2,0,1,0,0
0,0,352953,2,1,3,3,1,0,83,5143,768,792,17.14,1,0,1,7.15152,0.633621
0,0,352952,5,10,15,6,1,0,83,5143,767,792,21.8,1,0,1,3.76923,0.643756
0,0,352951,62,21,83,5,1,0,83,5143,766,792,21.75,1,0,1,2.21429,0.714984
0,0,352950,4,4,8,3,1,0,83,5143,765,792,16.32,1,0,1,2.21429,0.717277
0,0,352949,23,13,36,3,1,0,83,5143,764,792,16.32,1,0,1,2.21429,0.717277
0,0,352669,27,11,38,3,1,0,83,5143,763,792,5.48,3,0,2,4.98429,0.763498
0,0,352193,22,8,30,4,0,0,83,5143,762,789,235.55,3,0,2,3.55081,0.457341
0,0,352192,11,67,78,4,0,0,83,5143,761,789,284.42,1,0,1,0,0
0,0,352191,52,92,144,14,1,0,83,5143,760,789,1745.57,4,0,3,0,0
0,0,352190,3,1,4,5,0,0,83,5143,759,789,284.42,1,0,1,0,0
0,0,352189,29,12,41,10,1,0,83,5143,758,789,255.42,2,0,2,3.5,0.408467
0,0,352112,22,22,44,7,0,0,83,5143,757,788,291.66,1,0,1,3.76923,0.647001
0,0,352111,28,57,85,7,0,0,83,5143,756,788,291.66,1,0,1,3.76923,0.647001
0,0,352110,58,52,110,13,1,1,83,5143,755,788,262.68,3,0,2,4.80617,0.671764
0,0,352072,2,6,8,6,1,0,83,5143,754,788,76.37,1,0,1,0,0
0,0,352071,19,16,35,5,1,0,83,5143,753,788,76.36,1,0,1,0,0
0,0,351909,15,13,28,3,1,0,83,5143,752,787,97.85,1,0,1,0,0
0,0,351463,76,30,106,11,1,0,83,5143,751,787,187.59,4,0,3,2.87385,0.616983
0,0,351462,8,8,16,4,1,0,83,5143,750,787,120.75,2,0,2,3.73452,0.634607
0,0,351461,9,6,15,4,1,0,83,5143,749,787,120.74,2,0,2,7.92683,0.753773
0,0,351460,44,38,82,4,1,0,83,5143,748,787,120.74,12,0,2,1.08369,0.241742
0,0,351459,11,5,16,4,1,0,83,5143,747,787,120.73,2,0,1,2.79167,0.554184
0,0,351458,16,1,17,4,1,0,83,5143,746,787,120.73,1,0,1,4.07895,0.637104
0,0,351457,32,0,32,4,1,0,83,5143,745,787,120.7,1,0,1,2.66667,0.732394
0,0,351112,10,4,14,3,1,0,83,5143,744,787,18.79,1,0,1,1.66667,0.513967
0,0,350735,16,4,20,3,0,0,83,5143,743,785,116.53,2,0,2,3.8465,0.633696
0,0,350734,5,7,12,5,1,0,83,5143,742,785,89.04,1,0,1,3.97368,0.634862
0,0,350733,4,4,8,4,1,0,83,5143,741,785,88.09,2,0,2,3.75,0.632009
0,0,349931,166,125,291,5,1,1,83,5143,740,785,535.04,4,1,4,6.05469,0.647901
0,0,349612,3,1,4,2,1,0,83,5143,739,785,0.45,1,0,1,2.46176,0.840837
0,0,347829,52,8,60,4,1,0,82,5143,738,784,92.31,3,0,1,3.14826,0.798384
0,0,347769,39,39,78,3,1,0,82,5143,737,784,73.22,1,0,1,3.97887,0.654317
0,0,340309,3,3,6,1,0,1,81,5143,736,781,2224.73,2,0,1,0,0
0,0,339592,3,0,3,3,1,0,81,5143,735,778,1533.89,1,0,1,0,0
0,0,339591,1569,1474,3043,3,1,0,81,5143,734,778,2015.88,7,2,1,1.14286,0.103297
0,0,338629,3,4,7,3,1,0,81,5143,733,776,31.03,3,0,2,1,0.428313
0,0,336469,3,14,17,2,1,0,81,5143,732,775,26.67,1,0,1,0,0
0,0,334611,1,1,2,2,1,0,81,5143,731,775,1388.84,1,0,1,0,0
0,0,332009,8,3,11,3,1,1,80,5143,730,772,3.32,1,0,1,0,0
0,0,331511,122,4,126,5,1,0,80,5143,729,772,1177.25,3,0,3,2.66284,0.828082
0,0,331510,145,7,152,1,0,0,80,5143,728,772,0.28,7,0,3,3.22433,0.783698
0,0,331509,168,34,202,1,0,0,80,5143,727,772,0.28,8,0,3,3.14064,0.566386
0,0,331490,197,7,204,6,1,0,80,5143,726,772,1178.02,8,0,4,0.463235,0.188515
0,0,331489,220,34,254,6,1,0,80,5143,725,772,1177.97,9,0,4,3.20835,0.78086
0,0,328409,31,1,32,3,1,1,80,5143,724,772,1487.44,2,0,1,1.5,0.785949
0,0,327709,12,4,16,3,1,1,79,5143,723,770,23.7,1,0,1,0,0.942
0,0,325549,6,1,7,1,0,0,79,5143,722,764,27.34,1,0,1,0,0
0,0,321891,78,0,78,7,1,1,79,5143,721,762,2621.39,2,0,1,3.22227,0.747423
0,0,321890,3,0,3,5,1,0,79,5143,720,762,2573.41,1,0,1,3.99291,0.654573
0,0,321889,56,34,90,5,1,0,79,5143,719,762,2573.39,3,0,2,4.14325,0.731444
0,0,320929,99,4,103,8,1,1,79,5143,718,761,2357.67,2,0,1,0,0
0,0,318169,102,1,103,6,1,0,78,5143,717,758,3090.47,2,0,1,0,0
0,0,280934,29,4,33,1,0,0,74,5143,696,741,6064.71,1,0,1,0,0
0,0,280933,21,0,21,1,0,0,74,5143,695,741,7339.39,1,0,1,0,0
0,0,271669,33,15,48,1,0,0,73,5143,689,735,6627.41,2,0,2,0,0
0,0,239166,10,1,11,1,0,0,68,5143,681,716,14369.76,1,0,1,2.2,0.610526
0,0,216424,23,1,24,13,1,0,63,5143,559,640,11992.11,1,0,1,1,0.909465
0,1,9526,53,34,87,6,1,1,5,5150,72,206,116.51,1,0,1,0,0
0,1,9660,139,288,427,3,1,1,5,5150,76,211,71.05,16,0,7,6.23981,0.420934
0,1,9529,19,27,46,4,1,0,5,5150,75,206,17.61,2,0,2,8.24416,0.800262
0,1,9527,22,30,52,3,1,0,5,5150,73,206,16.65,12,0,9,8.23846,0.77396
0,1,9528,10,0,10,3,1,0,5,5150,74,206,0.13,1,0,1,5,0.649485
0,1,9525,4,1,5,3,1,1,5,5150,71,206,1.46,1,0,1,0,0
0,1,9523,5,1,6,4,1,0,5,5150,70,205,21.65,2,0,2,0,0
0,1,9522,5,0,5,1,0,0,5,5150,69,205,2.9,1,0,1,0,0
0,1,9383,4,0,4,1,0,1,5,5150,68,200,0.07,1,0,1,0,0
0,1,8962,1,0,1,3,1,0,4,5150,67,188,27.35,1,0,1,0,0
0,1,8722,13,5,18,4,1,1,4,5150,64,180,124.04,3,0,2,3.625,0.727729
0,1,8939,2,0,2,2,1,1,4,5150,66,187,0.14,2,0,1,2.83333,0.581164
0,1,6094,12,16,28,1,0,1,3,5150,30,118,1115.79,2,0,2,2.26923,0.375246
0,1,8809,31,13,44,4,1,1,4,5150,65,187,7.29,5,2,1,1.43889,0.468531
0,1,8691,26,56,82,4,1,0,4,5150,63,180,22.09,1,0,1,9.83333,0.713656
0,1,8541,52,2,54,5,1,0,4,5150,57,177,51.47,2,0,1,3.5,0.718053
0,1,8638,29,14,43,2,1,0,4,5150,62,178,16.26,4,0,3,4.80303,0.320239
0,1,8636,3,3,6,3,1,0,4,5150,61,178,1.88,1,0,1,6.4,0.733826
0,1,8631,302,0,302,3,1,0,4,5150,60,178,2.98,3,2,2,1.16666,0.499847
0,1,8553,5,3,8,3,1,0,4,5150,59,177,0.59,1,0,1,7.46667,0.712286
0,1,8551,3,0,3,3,1,0,4,5150,58,177,0.33,1,0,1,7.53333,0.716069
0,1,7994,11,22,33,2,1,0,4,5150,54,165,214.42,6,0,2,0,0
0,1,8250,28,22,50,3,1,1,4,5150,56,169,51.9,3,0,1,0,0
0,1,8010,56,2,58,4,1,0,4,5150,55,165,37.08,3,0,2,2.33333,0.264368
0,1,7993,26,14,40,5,1,0,4,5150,53,165,10.64,6,0,2,5.91616,0.504323
0,1,7920,8,0,8,3,1,0,4,5150,52,163,0.63,1,0,1,0,0.701957
0,1,7871,2,2,4,1,0,0,3,5150,51,162,0.27,1,0,1,1.71429,0.766082
0,1,7673,9,7,16,4,1,0,3,5150,50,157,1.47,1,0,1,0,0
0,1,7670,0,1,1,2,1,0,3,5150,49,157,0.02,1,0,1,3,0.492958
0,1,7652,1,0,1,2,1,0,3,5150,48,157,1.27,1,0,1,3,0.486111
0,1,7540,3,0,3,2,1,0,3,5150,46,152,68.73,1,0,1,5.18182,0.891192
0,1,7580,3,3,6,2,1,1,3,5150,47,154,0.75,2,0,1,8.58335,0.703172
0,1,7170,0,4,4,2,0,0,3,5150,42,149,49.23,1,0,1,3.10811,0.73224
0,1,7261,29,29,58,3,1,0,3,5150,44,151,25.27,9,0,1,6.92332,0.752995
0,1,7266,53,9,62,3,1,0,3,5150,45,151,16.94,3,1,2,0,0
0,1,7123,11,3,14,5,1,0,3,5150,39,141,50.73,5,0,1,4.793,0.575957
0,1,7172,62,62,124,2,1,0,3,5150,43,149,14.22,13,0,1,2.42137,0.250529
0,1,7124,77,77,154,3,1,0,3,5150,40,141,5.66,15,0,1,2.66323,0.227261
0,1,7125,0,1,1,2,1,0,3,5150,41,141,0.7,1,0,1,0,0
0,1,7030,46,46,92,4,1,0,3,5150,38,136,14.8,9,0,1,9.29402,0.577283
0,1,6911,18,18,36,3,1,0,3,5150,37,134,23.7,8,0,1,6.64171,0.455941
0,1,6807,5,5,10,4,1,0,3,5150,34,134,24.53,2,0,1,8.75925,0.408059
0,1,6809,3,3,6,3,1,0,3,5150,36,134,24.04,3,0,1,0,0
0,1,6808,0,3,3,3,1,0,3,5150,35,134,23.97,2,0,1,0,0
0,1,6800,9,9,18,2,1,0,3,5150,33,133,7.61,7,0,5,4.16617,0.411518
0,1,6582,5,4,9,3,1,0,3,5150,32,132,0.56,1,0,1,21.175,0.844545
0,1,6424,3,12,15,1,0,1,3,5150,31,130,14.64,2,0,2,5.61522,0.750277
0,1,6091,13,0,13,6,1,0,3,5150,27,118,25.31,2,0,2,6.26923,0.773056
0,1,5837,410,1208,1618,4,1,0,3,5150,25,115,43.47,10,0,1,0.704308,0.228609
0,1,6093,1,2,3,2,1,0,3,5150,29,118,0.21,1,0,1,8.66667,0.79661
0,1,6092,1,1,2,1,0,0,3,5150,28,118,10.12,1,0,1,5,0.847619
0,1,5902,4,0,4,2,1,0,3,5150,26,115,1.38,1,0,1,0,0
0,1,5833,170,126,296,2,1,0,3,5150,21,115,3.89,10,0,1,0,0
0,1,5836,18,6,24,2,1,0,3,5150,24,115,0.77,6,0,1,0,0.835242
0,1,5835,54,51,105,2,1,0,3,5150,23,115,0.43,10,0,1,1.84558,0.580536
0,1,5834,8,1,9,2,1,0,3,5150,22,115,0.68,1,0,1,0,0
0,1,5831,102,0,102,2,1,0,3,5150,20,115,0.44,2,0,1,1.19608,0.383199
0,1,5830,11,1,12,1,0,0,3,5150,19,115,0.05,2,1,1,0,0.3
0,1,5021,4,4,8,1,0,1,2,5150,18,112,4.32,1,0,1,0,0
0,1,4300,5,7,12,3,1,1,2,5150,17,104,0.62,1,0,1,4.33333,0.703704
0,1,3981,32,47,79,4,1,1,2,5150,15,100,95.5,4,0,2,0,0
0,1,4261,10,0,10,3,1,0,2,5150,16,104,1.57,2,0,1,2.625,0.410984
0,1,3566,9,36,45,4,1,0,2,5150,10,74,161.85,3,0,3,4.7456,0.597466
0,1,3610,0,4,4,6,1,0,2,5150,11,79,90.56,1,0,1,0,0
0,1,3711,29,1,30,2,0,0,2,5150,14,85,36.75,3,2,1,0,0
0,1,3710,27,25,52,2,1,1,2,5150,13,85,23.71,2,0,2,0,0
0,1,3682,3,2,5,2,1,0,2,5150,12,82,2.01,1,0,1,11.5,0.80543
0,1,3564,2,0,2,1,0,0,2,5150,9,74,0.67,1,0,1,17.381,0.764054
0,1,2957,8,4,12,1,0,0,1,5150,8,56,66.7,1,0,1,2.56757,0.726681
0,1,2683,8,4,12,1,0,0,1,5150,6,47,135.37,1,0,1,2.56757,0.726681
0,1,2681,3,6,9,4,1,0,1,5150,4,47,73.31,4,0,1,1.41667,0.527146
0,1,2704,2,1,3,2,1,0,1,5150,7,47,29.36,1,0,1,0,0.454545
0,1,2682,4,4,8,2,1,0,1,5150,5,47,38.87,1,0,1,0,0.466667
0,1,2680,0,4,4,2,1,0,1,5150,3,47,0.18,1,0,1,4.66667,0.712329
0,1,2208,37,12,49,4,1,1,1,5150,1,24,3.38,4,3,1,1.25,0.514835
0,1,2303,2,2,4,2,1,0,1,5150,2,29,0.28,1,0,1,0,0
0,1,1876,14,2,16,2,1,1,1,5150,0,9,0.02,2,0,1,6.2647,0.843591
0,1,10832,15,0,15,4,0,0,6,5150,87,228,42.48,1,1,1,0,0
0,1,10604,1,1,2,3,1,0,6,5150,83,227,42.79,1,0,1,8.55556,0.643766
0,1,10600,2,1,3,3,1,1,6,5150,81,227,4.46,1,0,1,0,0
0,1,10606,4,4,8,2,1,0,6,5150,85,227,1.95,1,0,1,7.29412,0.786713
0,1,10605,3,1,4,2,1,0,6,5150,84,227,2.03,1,0,1,5.5,0.656566
0,1,10601,0,2,2,2,0,0,6,5150,82,227,0.06,2,0,2,0,0
0,1,10374,1,1,2,1,0,0,6,5150,80,224,1.15,1,0,1,0,0
0,1,10371,1,1,2,2,1,0,6,5150,79,224,0.51,1,0,1,0,0
0,1,10244,1,28,29,1,0,0,6,5150,78,220,28.54,1,0,1,1.5,0.631579
0,1,10135,40,1,41,3,1,1,5,5150,77,220,66.57,2,0,1,0,0
0,1,20868,14,14,28,2,1,0,16,5150,151,395,1.11,3,0,2,13.4748,0.782764
0,1,20869,3,8,11,2,1,0,16,5150,152,395,0.45,3,0,2,4.91863,0.649717
0,1,20782,1,1,2,3,1,0,16,5150,150,392,1.05,1,0,1,5.07576,0.750185
0,1,20729,29,24,53,2,0,0,16,5150,149,392,2.23,11,0,1,4.45483,0.338678
0,1,20725,22,70,92,3,1,0,16,5150,148,392,8.34,8,0,7,3.83824,0.827465
0,1,20723,14,16,30,3,1,0,16,5150,147,392,9.39,2,0,1,4.54,0.730276
0,1,20722,32,70,102,3,1,0,16,5150,146,392,2.27,6,0,6,1.27778,0.723144
0,1,20589,5,78,83,5,1,0,16,5150,145,381,2.98,3,0,1,0,0
0,1,20281,327,406,733,6,1,1,15,5150,141,364,122.29,6,0,6,11.5424,0.626804
0,1,20501,10,19,29,3,1,0,15,5150,144,379,0.97,1,0,1,3.14634,0.735144
0,1,20286,10,30,40,3,1,0,15,5150,143,364,36.98,2,0,1,4.03334,0.823348
0,1,20285,83,0,83,4,1,0,15,5150,142,364,2.04,2,2,2,4,0.710465
0,1,20184,265,338,603,3,0,0,15,5150,140,361,4.59,6,0,6,14.0374,0.755005
0,1,20181,32,56,88,3,1,0,15,5150,139,361,1.81,10,0,6,5.6103,0.379602
0,1,18355,8,1,9,4,1,1,13,5150,138,335,18.91,1,0,1,4.3125,0.844961
0,1,17663,13,0,13,4,1,0,12,5150,137,330,22.04,1,0,1,0,0
0,1,17622,1,0,1,3,1,0,12,5150,136,330,1.35,1,0,1,0,0.860465
0,1,17322,3,1,4,3,1,0,12,5150,135,330,0.1,1,0,1,0,0.790816
0,1,14485,7,2,9,3,1,1,9,5150,124,294,1792.53,1,0,1,2.66667,0.689162
0,1,15673,1,0,1,2,1,0,10,5150,134,314,0.02,1,0,1,0,0.782609
0,1,15672,104,4,108,2,1,1,10,5150,133,314,8.12,3,0,2,4.34658,0.812714
0,1,15522,1,1,2,2,1,0,10,5150,132,313,14.66,1,0,1,2,0.595525
0,1,15520,61,1,62,5,1,0,10,5150,131,313,19.79,7,0,1,0.3125,0.0870823
0,1,14745,11,16,27,3,0,0,10,5150,130,303,38.99,1,0,1,9.76471,0.816459
0,1,14744,19,42,61,2,1,0,10,5150,129,303,21.23,4,0,4,12.1269,0.715796
0,1,14570,29,36,65,3,1,0,9,5150,126,297,103.13,6,0,1,0,0
0,1,14578,8,8,16,2,1,0,9,5150,128,298,0.14,1,0,1,0,0.796875
0,1,13342,18,12,30,5,1,0,8,5150,96,249,938.66,1,0,1,1.9433,0.802088
0,1,14575,3,0,3,2,1,0,9,5150,127,297,0.23,1,0,1,4.8,0.869919
0,1,13731,4,1,5,2,1,1,9,5150,100,256,595.95,1,0,1,2.62963,0.68595
0,1,14501,4,4,8,2,1,0,9,5150,125,294,12.63,1,0,1,8.28571,0.739577
0,1,14414,78,19,97,2,0,0,9,5150,120,292,26.47,7,1,6,15.2925,0.797573
0,1,14482,1,1,2,2,1,0,9,5150,123,294,1.62,1,0,1,5.66667,0.698795
0,1,14415,55,44,99,3,1,0,9,5150,121,292,21.23,1,0,1,0,0.786458
0,1,14480,9,11,20,2,1,0,9,5150,122,294,4.69,1,0,1,9.76471,0.816438
0,1,14359,4,118,122,2,1,0,9,5150,119,284,0.61,1,0,1,8,0.676056
0,1,14307,38,38,76,2,1,0,9,5150,116,281,26.24,7,0,1,9.24015,0.746576
0,1,14308,5,4,9,2,1,0,9,5150,117,281,20.37,2,0,1,7.94231,0.692401
0,1,14355,1,1,2,2,1,0,9,5150,118,284,0.12,1,0,1,1.66667,0.489583
0,1,14305,35,41,76,4,1,0,9,5150,115,281,43.07,2,1,2,4.86274,0.551076
0,1,14304,31,30,61,3,1,0,9,5150,114,281,1.84,3,0,1,9.82732,0.745267
0,1,14232,71,71,142,3,1,0,9,5150,111,277,43.3,2,1,2,5.2143,0.580719
0,1,14301,18,206,224,2,1,0,9,5150,113,281,9.9,13,0,5,4.90311,0.74087
0,1,14281,4,2,6,2,1,1,9,5150,112,279,3.38,1,0,1,0,0
0,1,14231,6,3,9,5,1,0,9,5150,110,277,4.4,1,0,1,0,0.791367
0,1,14008,174,0,174,8,1,0,9,5150,106,262,91.95,1,1,1,0,0.833333
0,1,14147,84,77,161,7,1,0,9,5150,109,270,35.59,1,0,1,0,0.801105
0,1,14009,22,114,136,6,1,0,9,5150,107,262,20.18,7,0,3,0,0
0,1,14100,1,33,34,4,1,1,9,5150,108,268,2.09,4,0,1,7.87663,0.852246
0,1,14007,12,9,21,2,1,0,9,5150,105,262,0.08,1,0,1,0,0
0,1,14004,7,0,7,3,1,0,9,5150,104,261,0.9,1,1,1,0,0
0,1,13958,0,822,822,2,1,1,9,5150,103,260,22.16,1,0,1,0,0
0,1,13885,2,0,2,2,1,0,9,5150,102,258,0.31,1,0,1,0,0
0,1,13881,2,0,2,3,1,0,9,5150,101,258,16.13,1,0,1,0,0.632216
0,1,13719,6,0,6,4,1,1,9,5150,99,256,96.59,1,0,1,0,0
0,1,13650,2,7,9,5,1,1,8,5150,98,255,19.95,1,0,1,6.7,0.728464
0,1,13570,8,2,10,4,1,0,8,5150,97,253,22.58,1,0,1,6.6,0.700355
0,1,13341,2,2,4,6,1,1,8,5150,95,249,73.82,1,0,1,0,0.908672
0,1,13123,0,2,2,1,0,0,8,5150,94,248,0.08,1,0,1,3.2,0.718182
0,1,12916,8,3,11,6,1,0,8,5150,93,244,66.92,1,0,1,2.83333,0.763889
0,1,12834,108,2,110,4,1,1,8,5150,90,244,57.57,1,0,1,6.8,0.725806
0,1,12833,4,17,21,4,1,1,8,5150,89,244,35.78,2,0,1,1.74028,0.620734
0,1,12888,5,6,11,2,1,1,8,5150,92,244,14.03,1,0,1,3.75,0.734694
0,1,12837,4,17,21,2,1,0,8,5150,91,244,0.31,2,0,1,1.73897,0.617414
0,1,12329,29,0,29,3,1,0,7,5150,88,230,4.95,1,0,1,4.61538,0.870836
0,1,10831,14,0,14,5,1,0,6,5150,86,228,442.2,1,1,1,0,0
0,0,10004,19,42,61,2,0,0,5,5153,82,25,21.82,2,0,1,7.70492,0.804474
0,0,10003,19,38,57,1,0,0,5,5153,81,25,0.03,1,0,1,11,0.809028
0,0,8773,186,42,228,31,1,0,4,5153,49,11,732.96,7,0,3,5.01524,0.71735
0,0,9941,4,1,5,3,1,0,5,5153,77,25,0.82,2,0,2,0,0.719154
0,0,9913,1,2,3,3,1,0,5,5153,75,25,17.49,1,0,1,6.69492,0.740992
0,0,9773,18,12,30,3,1,0,5,5153,74,22,36.58,2,0,1,0,0
0,0,9771,1,0,1,2,1,0,5,5153,73,22,0.33,1,0,1,4.25,0.804655
0,0,8685,4,1,5,28,0,0,4,5153,46,11,644.21,1,0,1,16.3333,0.904225
0,0,9711,31,21,52,6,1,1,5,5153,71,22,20.04,4,0,2,4.90428,0.730419
0,0,9710,18,3,21,5,1,1,5,5153,70,22,20.18,2,0,2,8.625,0.763273
0,0,8934,315,53,368,20,1,0,4,5153,55,12,513.1,9,3,5,0.125,0.0892857
0,0,9520,57,5,62,6,1,0,5,5153,69,18,20.27,3,0,1,16.315,0.771583
0,0,9386,77,0,77,3,1,0,5,5153,68,17,45.6,3,2,3,0,0
0,0,9198,16,1,17,4,0,0,5,5153,62,17,192.36,1,0,1,0,0
0,0,9239,20,32,52,3,1,0,5,5153,64,17,144.89,5,0,5,16.3514,0.734717
0,0,9341,1,1,2,2,1,1,5,5153,67,17,0.23,1,0,1,7.54902,0.77784
0,0,9273,50,31,81,3,1,0,5,5153,66,17,55.73,5,0,4,12.4315,0.738043
0,0,9272,8,0,8,2,1,0,5,5153,65,17,36.87,1,0,1,7.52941,0.777405
0,0,9103,55,37,92,9,1,0,5,5153,58,13,133.56,11,0,5,2.93939,0.159852
0,0,9105,63,67,130,8,1,1,5,5153,59,13,68.61,11,0,3,0,0
0,0,9197,63,47,110,4,1,0,5,5153,61,17,20.79,1,0,1,0,0
0,0,8334,70,2,72,39,1,1,4,5153,38,8,519.23,4,0,1,5.88442,0.770078
0,0,9230,33,141,174,2,1,0,5,5153,63,17,18.11,24,0,11,4.88829,0.315236
0,0,9107,4,24,28,5,1,0,5,5153,60,13,22.95,6,0,5,6.80381,0.406442
0,0,8522,6,3,9,34,1,0,4,5153,43,10,331.23,1,0,1,0,0
